dim0,dim1,y
0.06621782984002075,0.7562189444250651,2.0
0.11896725231662968,0.8,2.0
0.14626734907279854,0.7567894046383354,2.0
0.19351191487452563,0.7557481444329568,2.0
0.10238477152934439,0.7075597727620204,2.0
0.07711544988066449,0.7122024888540737,2.0
0.04343093042114375,0.6458212678642932,2.0
0.02734427930265345,0.6525963344776888,2.0
0.04128806200453263,0.5507280600022835,2.0
0.0,0.5201191226047648,2.0
0.031541651042910054,0.49140713573253364,2.0
0.023442278829103613,0.42796412547342116,2.0
0.03959684071023192,0.37916233875705935,2.0
0.07201805778161023,0.4152198524559572,2.0
0.0637149532798911,0.4778570025057443,2.0
0.07928204651343124,0.5895811693785304,2.0
0.07795083336265081,0.6012841821906143,2.0
0.1096724884773197,0.6642065623470386,2.0
0.1483660349429273,0.6761948052657587,2.0
0.12912112785408073,0.6071606036519481,2.0
0.09638408518566581,0.5635221631303298,2.0
0.1033559765366054,0.5125880258926272,2.0
0.12115757716554984,0.45966415318690174,2.0
0.11007995305314729,0.4120462417292374,2.0
0.10362761958715785,0.3444811454807594,2.0
0.12490330178349561,0.3749474678249614,2.0
0.15396253059660275,0.4612758736055533,2.0
0.14597525169191847,0.5314939504780609,2.0
0.1603469532999542,0.5708676899569975,2.0
0.1812388991366182,0.6357798055814441,2.0
0.1896099144009758,0.5311159354286901,2.0
0.6126496778682303,0.47216632801509634,3.0
1.0,0.25044516621929747,0.0
0.8660432006267031,0.4211996579206331,0.0
0.7295678122011698,0.3039502390901032,0.0
0.7802401353605533,0.0,0.0
0.6642328649237892,0.13981405820970927,0.0
0.9266302623402797,0.08155820062233042,0.0
0.6049243823940648,0.009198877321893095,0.0
0.39522253519761597,0.20851005850642634,0.0
0.9886482656480655,0.43667763094611706,0.0
0.9300362495044049,0.3243489798988841,0.0
0.8484890966088765,0.2155305991968778,0.0
0.5031681201734837,0.10481255863871819,0.0
0.5782201269887256,0.2145001200048192,0.0
0.5281854557785648,0.3089532978478502,0.0
0.9170913092757256,0.6166878450138549,0.0
0.7480356178142654,0.6667452956463725,0.0
0.7781345304373579,0.517918220725307,0.0
0.44657188164904793,0.4184896935852463,0.0
0.5997983870967742,0.6104761904761905,0.0
