dim0,dim1,y
2.378024193548387,2.3720238095238093,0.0
2.378024193548387,2.1636904761904763,0.0
2.544354838709677,2.818452380952381,0.0
2.411290322580645,3.0267857142857144,0.0
2.378024193548387,1.7172619047619049,0.0
2.555443548387097,1.970238095238096,0.0
2.4556451612903225,1.8958333333333333,0.0
2.4223790322580645,1.4642857142857144,0.0
2.556668671956295,2.2691326530612246,0.0
2.521698995187305,1.656887755102041,0.0
2.420675484521332,2.8643707482993195,0.0
2.490614838059313,3.119472789115646,0.0
2.572210750520292,1.7929421768707483,0.0
2.3973623666753383,2.0140306122448983,0.0
2.471187239854318,2.949404761904762,0.0
2.38959132739334,2.728316326530612,0.0
2.3623926899063474,2.065051020408164,0.0
2.436217563085328,2.770833333333333,0.0
2.385705807752341,2.8218537414965983,0.0
2.453297752991675,1.6159828514739227,0.0
2.3885718815036414,1.8503135629251697,0.0
2.4717908591311133,1.4766510770975054,0.0
2.4579210295265344,1.761647888321995,0.0
2.520335262747138,1.818647250566893,0.0
2.4394279233870964,3.1232993197278907,0.0
2.5087770714099893,2.0403114370748296,0.0
2.60124260210718,2.43297371031746,0.0
2.349274030957336,2.4583067602040813,0.0
2.365455498829344,2.2556423611111107,0.0
2.4186231789802286,2.280975410997732,0.0
2.4301813703173774,2.128977111678004,0.0
2.490283965270552,2.762303358843537,0.0
2.5365167306191463,2.686304209183673,0.0
2.5919960490374607,2.572305484693877,0.0
2.5550098367585843,2.141643636621315,0.0
2.59661932557232,2.724303784013605,0.0
2.5735029428980227,2.464640022675736,0.0
2.3955067963059307,2.939634708049886,0.0
2.361733600938753,2.737929725461613,0.0
2.3548659965369416,2.3272002551020403,0.0
2.409806831751436,2.19029043164885,0.0
2.590081447298996,2.3396466026886946,0.0
2.595232150600354,2.171620910268869,0.0
2.522013961670602,2.2960843861354063,0.0
2.5447133728746465,2.352092950275348,0.0
2.567412784078691,2.352092950275348,0.0
2.527058275271501,2.4641100785552315,0.0
2.547235529675096,2.476556426141885,0.0
2.567412784078691,2.6072430758017493,0.0
2.4980534720663328,2.2649685171687723,0.0
2.506881020867905,2.395655166828636,0.0
2.390861808047234,2.2649685171687723,0.0
2.400950435249032,2.09071965095562,0.0
2.443827100856671,2.601019902008422,0.0
2.416083376051728,2.6632516399416906,0.0
2.412300140851054,2.775268768221574,0.0
2.445088179256896,2.6881443351149983,0.0
2.464004355260266,2.6072430758017493,0.0
2.465265433660491,2.7068138564949784,0.0
2.453915728058469,2.818830984774862,0.0
2.436260630455323,2.899732244088111,0.0
2.509403177668355,2.912178591674765,0.0
2.5560630784766687,3.073981110301263,0.0
2.574979254480039,2.912178591674765,0.0
2.527058275271501,3.0117493723679947,0.0
2.5245361184710515,3.1735518909944926,0.0
2.3832953376458863,2.0596037819889856,0.0
2.4186055328521774,1.9973720440557168,0.0
2.3530294560404936,2.1653977364755423,0.0
2.3580737696413925,1.9475866537091024,0.0
2.411039062450829,1.7235523971493358,0.0
2.491748080065209,1.7484450923226431,0.0
2.4967923936661083,1.916470784742468,0.0
2.428694160053975,1.8729085681891804,0.0
2.466526512060716,3.0988738054745704,0.0
2.4677875904609405,3.1984445861678,0.0
2.48922592326476,1.630204790249433,0.0
2.5447133728746465,1.7422219185293164,0.0
2.590112195282736,2.028487913022352,0.0
2.534624745672849,2.0035952178490444,0.0
2.514447491269254,2.19029043164885,0.0
2.5321025888724,2.376985645448656,0.0
2.538407980873523,2.2649685171687723,0.0
2.4186055328521774,2.128058693715581,0.0
2.399689356848807,2.1965136054421768,0.0
2.428694160053975,2.613466249595076,0.0
2.428694160053975,2.7130370302883056,0.0
2.48922592326476,2.638358944768384,0.0
2.392122886447459,2.352092950275348,0.0
2.4387827872557724,2.177844084062196,0.0
2.5119253344688044,2.252522169582118,0.0
2.423649846453076,2.2027367792355035,0.0
2.5077113309146166,2.32172087585034,0.0
2.450427869659933,2.7357302295918364,0.0
2.3908979981599674,1.5645195578231292,0.0
2.425717356961834,1.5590720663265305,0.0
2.5234362026315886,1.537282100340136,0.0
2.4987256899334898,2.196428571428571,0.0
2.571734022905145,2.724835246598639,0.0
2.3527090239901782,2.5832004676870746,0.0
2.47289197211275,1.6516794217687074,0.0
2.518943382141025,1.7224968112244898,0.0
2.506588125791976,1.5590720663265305,0.0
2.471768766990109,1.5427295918367347,0.0
2.5077113309146166,1.6244419642857144,0.0
2.4852472284617995,1.5318346088435375,0.0
2.4785079977259543,1.858684098639456,0.0
2.434702997942961,1.706154336734694,0.0
2.4066228698769394,1.6026519982993197,0.0
2.548146715329687,2.948182397959183,0.0
2.4987256899334898,3.018999787414965,0.0
2.4537974850278554,2.637675382653061,0.0
2.4358262030656017,2.0438988095238093,0.0
2.443688638924088,2.103821215986394,0.0
2.4043764596316577,2.3271683673469385,0.0
2.474015177235391,2.68125531462585,0.0
2.393144408405249,2.6594653486394555,0.0
2.386405177669404,2.496040603741496,0.0
2.520066587263666,2.3979857568027207,0.0
2.43357979282032,2.278140943877551,0.0
2.5099577411598983,2.098373724489796,0.0
2.463906331131623,2.212771045918367,0.0
2.5503931255749688,2.196428571428571,0.0
2.540284279471201,2.1147161989795915,0.0
2.5762268433957085,2.1746386054421767,0.0
2.575103638273068,2.2672459608843534,0.0
2.4785079977259543,2.5995429421768703,0.0
2.4762615874806726,2.7738626700680267,0.0
2.43357979282032,2.8228900935374144,0.0
2.4043764596316577,2.83923256802721,0.0
2.402130049386376,2.6921502976190474,0.0
2.3886515879146857,2.1474011479591835,0.0
2.376296331565636,2.234561011904762,0.0
2.556009151188173,2.4088807397959178,0.0
2.588582099744758,2.245455994897959,0.0
2.572857228027786,2.1147161989795915,0.0
2.5616251768013774,2.060241284013605,0.0
2.4066228698769394,1.918606505102041,0.0
2.386405177669404,1.9403964710884352,0.0
2.370680305952432,1.9839764030612244,0.0
2.409992485244862,2.016661352040816,0.0
2.411115690367503,2.098373724489796,0.0
2.526805817999511,2.1147161989795915,0.0
2.463906331131623,2.7738626700680267,0.0
2.4526742799052146,2.899154974489796,0.0
2.471768766990109,2.8446800595238093,0.0
2.487493638707081,2.8555750425170063,0.0
2.441442228678806,3.018999787414965,0.0
2.4841240233391586,2.457908163265306,0.0
2.4783351766409,2.0275563350340136,0.0
2.514201912745756,2.6703603316326525,0.0
2.4553804655337914,2.5178305697278907,0.0
2.443903109980237,2.283588435374149,0.0
2.44820711831282,2.212771045918367,0.0
2.4295564155382947,1.9730814200680271,0.0
2.4446204447023345,2.011213860544218,0.0
2.452511126645403,2.054793792517007,0.0
2.4826391849734826,2.234561011904762,0.0
2.528548607187699,2.2236660289115644,0.0
2.534287284964476,2.316273384353741,0.0
2.566567347458846,2.190981079931973,0.0
2.419513729428935,2.354405824829932,0.0
2.4281217460941007,2.354405824829932,0.0
2.461836478032666,2.8828125,0.0
2.481204515529288,2.9154974489795915,0.0
2.514201912745756,2.790205144557823,0.0
2.532852615520281,2.861022534013605,0.0
2.5529379877390013,1.613546981292517,0.0
2.4388817669255576,2.4742506377551017,0.0
2.4661404863652483,2.3979857568027207,0.0
2.4109057127637694,2.485145620748299,0.0
2.4769005071967056,1.7442867772108843,0.0
2.368582964160039,2.4470131802721085,0.0
2.370017633604233,2.594095450680272,0.0
2.5558073266273897,2.724835246598639,0.0
2.5615460044041667,2.83923256802721,0.0
2.3707349683263303,1.7987616921768708,0.0
2.3757563113810103,1.918606505102041,0.0
2.5115803988653504,3.050834634573075,0.0
2.502639578598743,3.179864312540492,0.0
2.500404373532091,2.834064775587814,0.0
2.493139957065473,2.9476108921991413,0.0
