d0,d1,y
0.3804616416662067,0.8320909926220729,2.0
0.410138454288007,0.8285363214753679,2.0
0.4050913051046793,0.7984135010085524,2.0
0.4551626339007086,0.866510082804591,2.0
0.440078504133249,0.8391861988723787,2.0
0.3708290698809913,0.743527595187221,2.0
0.4175770287310692,0.7834347322579067,2.0
0.371061525332337,0.7418954259026679,2.0
0.38076839794674966,0.8030892691122021,2.0
0.42919873985793683,0.7926307719910617,2.0
0.4204981127589384,0.7889543133960756,2.0
0.42618637195419673,0.8133726967764385,2.0
0.4381848944291361,0.7966802046464087,2.0
0.3855119751707858,0.801282030370745,2.0
0.41878282504489894,0.7830682825251323,2.0
0.4303344811042377,0.7856812757235208,2.0
0.4769094251663277,0.826251719432166,2.0
0.44914214385489687,0.8176102475438625,2.0
0.3473500078546591,0.8182170100094059,2.0
0.4171057491858752,0.8177798800611112,2.0
0.3535010550717746,0.8229688952682315,2.0
0.448406565645844,0.7656004828002414,2.0
0.420965146542464,0.7992714500861755,2.0
0.42443287238514155,0.8071963333278964,2.0
0.4278942295853165,0.8378041288119743,2.0
0.40353098769153695,0.802846781603571,2.0
0.43492627234862796,0.7878125560684403,2.0
0.46462006801710193,0.8015397413104112,2.0
0.4198867230786867,0.7989104372930564,2.0
0.3924325666903014,0.7607137614379618,2.0
0.4200788437941825,0.7996411619827432,2.0
0.44963889797010137,0.796898769620556,2.0
0.4086089186469607,0.7590935534206505,2.0
0.39226273622356483,0.7390399451956483,2.0
0.48152244521906007,0.865535783218342,2.0
0.5007652985407317,0.7914835777237709,2.0
0.4433084673224953,0.7981525279050928,2.0
0.4593224188953377,0.8666547053994248,2.0
0.4217760870211312,0.7906636872237355,2.0
0.4098762785049824,0.8006633066379596,2.0
0.4433986897579491,0.8081488851555236,2.0
0.4250899040033287,0.8081597590348345,2.0
0.42365059079773615,0.7562500339808729,2.0
0.477209812804368,0.8389176140534016,2.0
0.4010684459238565,0.7739820689730165,2.0
0.4227865782982138,0.8035524963708428,2.0
0.4112593353684684,0.8130932380781506,2.0
0.3614034789771111,0.7911312640341005,2.0
0.48185573751003064,0.8090666405693563,2.0
0.4514985415808669,0.7749944271368532,2.0
0.45291874885895156,0.8457735949588695,2.0
0.4141570677071613,0.7411451282302218,2.0
0.39984991232502154,0.831650600509985,2.0
0.4116892187373954,0.7257999097468018,2.0
0.42166357433691815,0.8062155094140611,2.0
0.44837896819499934,0.7643565110070843,2.0
0.4157566584157365,0.7976392808016224,2.0
0.4118165915874478,0.7771507174041875,2.0
0.3971772053547546,0.8185780228025249,2.0
0.4896403415290686,0.7941107069652634,2.0
0.3994019844690038,0.8084653150434683,2.0
0.4656570953046122,0.7998303674827513,2.0
0.4244551626339007,0.8031479880604805,2.0
0.4295023118172285,0.7942618538876837,2.0
0.3798736036751313,0.7353221658592811,2.0
0.454828280169321,0.8028446068277089,2.0
0.4165007281481261,0.8006752679052015,2.0
0.4128047926157713,0.8413935963724739,2.0
0.4215839663056354,0.786994840344267,2.0
