dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,y
109.5345230102539,53.11077117919922,0.33789294958114624,-0.06708905100822449,5.270417213439941,19.074176788330078,9.719606399536133,120.50814819335938,0.0
109.7884292602539,43.34038162231445,0.2668980360031128,0.7160370945930481,5.992407321929932,22.51643943786621,8.299273490905762,88.3973159790039,0.0
126.6556167602539,52.25878143310547,0.07102654874324799,-0.12766432762145996,6.253276824951172,22.12374496459961,7.879611968994141,83.60819244384766,0.0
102.6438980102539,44.00566864013672,0.40566688776016235,0.752200722694397,5.02125358581543,17.378463745117188,11.56614875793457,183.0950164794922,0.0
105.0657730102539,47.01861572265625,0.3711863160133362,0.39881545305252075,5.249932289123535,18.916641235351562,9.742237091064453,122.50836181640625,0.0
118.0228042602539,48.052085876464844,0.12096397578716278,0.13437111675739288,4.931370258331299,16.283910751342773,14.034477233886719,296.68963623046875,0.0
123.4720230102539,43.591583251953125,0.02607247233390808,0.3852251172065735,5.042156219482422,18.833576202392578,11.201090812683105,155.92959594726562,0.0
111.9056167602539,49.983097076416016,0.3315778970718384,0.27562859654426575,5.5977582931518555,18.887531280517578,8.931864738464355,110.79761505126953,0.0
111.9095230102539,43.41780090332031,0.33817484974861145,0.7718934416770935,6.471504211425781,24.134313583374023,8.129902839660645,85.7037353515625,0.0
129.31967163085938,46.313594818115234,-0.05493035912513733,0.3324311375617981,7.11991548538208,26.1490535736084,7.46949577331543,75.72705841064453,0.0
124.9095230102539,45.69867706298828,0.06470392644405365,0.24813565611839294,5.247841835021973,17.648008346557617,10.417396545410156,154.5830841064453,0.0
125.7610855102539,48.446720123291016,0.037581950426101685,0.1502200961112976,9.780033111572266,32.315128326416016,6.378329753875732,63.87696838378906,0.0
117.2532730102539,46.42284393310547,0.26795265078544617,0.5211846232414246,5.849848747253418,23.203279495239258,8.902968406677246,98.04916381835938,0.0
127.3704605102539,49.431800842285156,0.08930769562721252,0.21385347843170166,7.596921920776367,27.43227767944336,7.009332656860352,69.88301849365234,0.0
115.4642105102539,49.642417907714844,0.05798441171646118,0.04646286368370056,5.800935745239258,20.24005126953125,8.956668853759766,105.1173095703125,0.0
113.1009292602539,48.178382873535156,0.17405177652835846,0.062105000019073486,5.185969352722168,17.68055534362793,11.115325927734375,168.53057861328125,0.0
108.7063980102539,49.54132080078125,0.30215227603912354,0.1848345249891281,5.852356910705566,22.461994171142578,8.582483291625977,92.60354614257812,0.0
126.3274917602539,49.51506042480469,0.08227939903736115,0.05454671382904053,9.103193283081055,30.692306518554688,6.604081630706787,66.14818572998047,0.0
99.3671875,41.572200775146484,1.5471969842910767,4.154106140136719,27.55518341064453,61.719017028808594,2.208807945251465,3.662680149078369,1.0
108.7259292602539,49.61475372314453,0.41897714138031006,0.17720599472522736,6.373678207397461,23.166738510131836,7.907946586608887,82.95108032226562,0.0
111.0032730102539,44.239540100097656,0.17656075954437256,0.35066473484039307,6.207708358764648,22.02161407470703,8.301138877868652,91.07124328613281,0.0
106.2142105102539,44.69951629638672,0.268427312374115,0.5922057628631592,5.3481764793396,17.76858901977539,10.056028366088867,145.4267578125,0.0
116.9642105102539,50.623863220214844,0.23421058058738708,-0.012069642543792725,7.440985679626465,24.02716636657715,6.835254192352295,69.57266998291016,0.0
111.6048355102539,51.8531494140625,0.29441142082214355,0.05726909637451172,5.650015830993652,20.846790313720703,9.120692253112793,105.24147033691406,0.0
114.6399917602539,48.8201904296875,0.24492934346199036,0.12594956159591675,8.572674751281738,30.549110412597656,6.777276039123535,67.449462890625,0.0
123.7063980102539,49.885986328125,0.17653222382068634,0.1998976171016693,5.75494909286499,19.471323013305664,9.163444519042969,114.64794158935547,0.0
117.9993667602539,50.106964111328125,0.10395923256874084,-0.03972524404525757,5.614480972290039,19.89311981201172,8.935539245605469,104.18919372558594,0.0
119.8860855102539,49.20856475830078,0.19492226839065552,0.10181230306625366,5.485300064086914,20.104991912841797,9.471529006958008,113.09066009521484,0.0
109.5892105102539,48.51573181152344,0.22045335173606873,0.287117600440979,5.176353454589844,19.646310806274414,10.754630088806152,142.72781372070312,0.0
113.3353042602539,44.328643798828125,0.15266406536102295,0.5320112109184265,4.936805248260498,18.157241821289062,11.764617919921875,172.41342163085938,0.0
108.2376480102539,45.62930679321289,0.34309810400009155,0.58119797706604,4.741570949554443,16.364593505859375,14.484682083129883,294.6514892578125,0.0
122.4524917602539,49.755611419677734,0.08059366047382355,0.08632642030715942,5.518744945526123,18.14107894897461,9.414241790771484,127.56640625,0.0
129.30795288085938,50.60614013671875,-0.13015249371528625,0.12748169898986816,6.643326759338379,25.185861587524414,7.772192001342773,79.78337860107422,0.0
118.8470230102539,47.485862731933594,0.1939140260219574,0.20291395485401154,5.507457256317139,21.92032241821289,9.391596794128418,106.68490600585938,0.0
109.4446792602539,48.159759521484375,0.2630985677242279,0.08936324715614319,5.3812031745910645,18.56362533569336,10.241332054138184,142.87655639648438,0.0
132.19857788085938,50.480873107910156,0.03969407081604004,0.04602932929992676,5.777942180633545,20.184545516967773,8.855951309204102,102.9122314453125,0.0
112.3001480102539,41.12467956542969,0.2658121585845947,1.1012706756591797,6.381621360778809,23.505130767822266,8.184467315673828,87.25482177734375,0.0
112.2181167602539,42.33488464355469,0.35323625802993774,0.9313628077507019,5.018744945526123,17.65256118774414,11.698507308959961,183.15872192382812,0.0
117.7024917602539,46.63551712036133,0.05061253905296326,0.2592966556549072,5.5981764793396,19.002119064331055,9.24845027923584,116.14620208740234,0.0
127.5110855102539,48.12813949584961,0.08543790876865387,0.10233336687088013,5.653360366821289,20.800758361816406,8.767809867858887,98.34598541259766,0.0
116.3821792602539,47.342491149902344,0.21120727062225342,0.17936605215072632,6.234882354736328,21.116600036621094,7.949184894561768,86.42697143554688,0.0
120.5546875,45.549903869628906,0.28292399644851685,0.41990870237350464,1.35869562625885,13.079033851623535,13.312141418457031,212.59703063964844,1.0
119.2220230102539,50.190895080566406,0.205494225025177,0.04934537410736084,5.489898681640625,19.93454360961914,8.90516471862793,102.31724548339844,0.0
120.8860855102539,49.25715637207031,0.1751595139503479,-0.0024134814739227295,5.00578498840332,17.851110458374023,11.465761184692383,170.87713623046875,0.0
112.2337417602539,47.711631774902344,0.33565714955329895,0.33870992064476013,5.428443908691406,18.564640045166016,9.416060447692871,121.18372344970703,0.0
111.4212417602539,45.180450439453125,0.3096678853034973,0.7064622044563293,5.236972332000732,20.269683837890625,10.486459732055664,132.81884765625,0.0
111.4485855102539,46.1945686340332,0.31455641984939575,0.49245283007621765,5.032122611999512,17.83838653564453,11.084589004516602,161.51736450195312,0.0
121.1478042602539,49.99842071533203,0.11849220097064972,-0.02436155080795288,6.856955528259277,26.612201690673828,7.612281322479248,76.93887329101562,0.0
115.0540542602539,48.41970443725586,0.17023447155952454,0.08903539180755615,5.635383605957031,18.855131149291992,9.08653450012207,113.65509796142578,0.0
125.3001480102539,49.569786071777344,0.007311463356018066,-0.007953137159347534,4.985718250274658,18.263397216796875,11.319263458251953,161.021484375,0.0
110.8392105102539,46.21556854248047,0.3376578092575073,0.6294840574264526,6.573511123657227,23.627761840820312,7.712634086608887,80.14500427246094,0.0
105.9446792602539,46.003501892089844,0.29848140478134155,0.5680125951766968,5.779196739196777,20.643404006958008,8.978450775146484,105.71258544921875,0.0
117.9485855102539,47.42303466796875,0.21539223194122314,0.5133137702941895,4.8281097412109375,16.41455841064453,13.814632415771484,277.56805419921875,0.0
126.3743667602539,49.64601516723633,0.0700179785490036,-0.05065494775772095,4.856537818908691,16.48287010192871,13.799638748168945,272.506591796875,0.0
114.7103042602539,51.22268295288086,0.19261693954467773,-0.011554688215255737,5.948092937469482,21.491260528564453,8.064488410949707,85.83024597167969,0.0
112.5931167602539,50.042633056640625,0.3320120573043823,0.22532066702842712,5.583962440490723,19.735933303833008,9.321582794189453,114.31105041503906,0.0
115.2571792602539,48.28026580810547,0.2225954681634903,0.33535099029541016,4.9723405838012695,18.385150909423828,11.559403419494629,165.22947692871094,0.0
129.26498413085938,48.905006408691406,0.22772110998630524,0.019122570753097534,5.843577861785889,19.763198852539062,8.535234451293945,99.57765197753906,0.0
126.5306167602539,48.63594055175781,0.12754550576210022,0.0032991766929626465,5.209380149841309,18.050872802734375,11.088531494140625,164.21791076660156,0.0
100.1204605102539,41.85919952392578,0.39149975776672363,1.522760272026062,6.452273368835449,23.228668212890625,7.934703350067139,83.56836700439453,0.0
27.765625,28.66604232788086,5.770087242126465,37.419010162353516,73.11287689208984,62.070220947265625,1.268206000328064,1.0829201936721802,1.0
126.2103042602539,49.63819122314453,0.13811825215816498,0.00739780068397522,14.818912506103516,38.03042984008789,5.796816825866699,60.115081787109375,0.0
114.3274917602539,48.075340270996094,0.3145166039466858,0.3655330538749695,5.533795356750488,20.333446502685547,9.191637992858887,107.20516204833984,0.0
121.7142105102539,50.234214782714844,0.17340344190597534,-0.10389980673789978,5.006621360778809,18.626676559448242,11.046611785888672,149.94561767578125,0.0
117.0501480102539,47.536041259765625,0.1918034851551056,0.11512809991836548,4.961888790130615,18.788776397705078,11.519548416137695,160.95040893554688,0.0
129.82357788085938,48.63054656982422,0.026453256607055664,0.11378854513168335,6.213561058044434,22.28814697265625,8.099921226501465,86.39558410644531,0.0
108.9290542602539,43.38653564453125,0.3002607226371765,0.9664396047592163,6.894580841064453,24.805316925048828,7.474389553070068,76.36946868896484,0.0
118.2298355102539,50.58230972290039,0.17692309617996216,-0.07375892996788025,6.452691555023193,23.933670043945312,7.722009658813477,79.26112365722656,0.0
119.8431167602539,48.835182189941406,0.06168815493583679,0.23442108929157257,5.072256565093994,16.988428115844727,11.74970817565918,201.14584350585938,0.0
109.3040542602539,48.06481170654297,0.3313470482826233,0.3266787528991699,5.619497299194336,18.608304977416992,8.995112419128418,114.8229751586914,0.0
118.0032730102539,50.2410888671875,0.11164899915456772,0.0009769201278686523,5.89792537689209,20.60898208618164,8.57630729675293,97.484619140625,0.0
122.5384292602539,51.14248275756836,0.09895748645067215,-0.13868439197540283,5.877440452575684,20.520578384399414,8.888235092163086,103.8524169921875,0.0
122.3587417602539,47.11800765991211,0.015617325901985168,0.18754494190216064,6.528778076171875,22.773183822631836,7.657240390777588,80.05467987060547,0.0
116.0892105102539,43.81474304199219,0.16058503091335297,0.4470670223236084,10.251604080200195,31.62238311767578,6.25150728225708,63.15365219116211,0.0
