dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,y
58.599999999999994,3.0362187958884093,-4.6300293685756175,-10.048237885462502,-0.24197797356828243,-102.6930983847283,-393.7650513950074,1.0110310866373124,7.405976505139558,-0.5984140969162979,-0.09441997063129826,2.0
66.6,6.63621879588841,-4.6300293685756175,3.951762114537502,0.19802202643171768,177.3069016152717,266.2349486049926,0.9910310866373125,1.2059765051395654,1.801585903083702,7.905580029368709,2.0
66.6,4.23621879588841,-3.8300293685756177,-2.048237885462503,0.07802202643171759,-22.69309838472831,6.234948604992624,0.9950310866373121,2.4059765051395576,1.2015859030837015,7.905580029368709,2.0
353.6,-3.8522021943573823,5.997335423197486,-9.066692789968672,-0.11416614420062704,41.479623824451416,423.4717868338558,1.024313808777416,0.15663009404381345,-1.2312539184953004,-5.960867293625784,3.0
58.599999999999994,3.0362187958884093,-4.6300293685756175,-10.048237885462502,-0.24197797356828243,-102.6930983847283,-393.7650513950074,1.0110310866373124,7.405976505139558,-0.5984140969162979,-0.09441997063129826,2.0
58.599999999999994,2.2362187958884108,-4.6300293685756175,-12.048237885462498,-0.26197797356828245,-62.69309838472831,-273.7650513950074,1.0110310866373124,7.405976505139558,-0.5984140969162979,-0.09441997063129826,2.0
68.6,1.0362187958884097,-3.4300293685756174,-16.0482378854625,-0.3819779735682823,-22.69309838472831,106.23494860499262,0.9830310866373112,3.2059765051395583,-2.598414096916299,-0.09441997063129826,2.0
611.5999999999999,5.325527638190954,-7.128341708542714,-27.691457286432207,-0.1551708542713563,33.14070351758795,-245.3819095477387,0.9660188442211274,5.275678391959842,-4.68386934673367,-17.852345058626426,4.0
621.5999999999999,3.9255276381909527,-6.728341708542714,-11.691457286432206,0.004829145728643583,-86.85929648241205,-305.3819095477387,1.0100188442211269,4.675678391959837,-2.6838693467336707,-27.852345058626426,4.0
60.599999999999994,-0.96378120411159,2.569970631424382,73.9517621145375,-0.3419779735682825,17.30690161527169,966.2349486049927,1.0110310866373124,4.205976505139564,4.201585903083702,21.905580029368693,2.0
44.599999999999994,0.6362187958884092,-3.030029368575618,-12.048237885462498,0.17802202643171766,-22.69309838472831,226.2349486049926,0.9730310866373123,2.805976505139558,-0.9984140969162982,-4.09441997063132,2.0
60.599999999999994,-0.96378120411159,2.569970631424382,73.9517621145375,-0.3419779735682825,17.30690161527169,966.2349486049927,1.0110310866373124,4.205976505139564,4.201585903083702,21.905580029368693,2.0
22.59999999999998,1.33621879588841,-4.6300293685756175,-16.0482378854625,0.018022026431717533,-2.6930983847283088,106.23494860499262,0.9410310866373114,8.805976505139563,-1.3984140969162986,9.905580029368702,2.0
66.6,1.2362187958884099,1.169970631424382,-16.0482378854625,0.5180220264317177,-142.6930983847283,-493.76505139500733,1.003031086637311,2.4059765051395576,19.401585903083703,-6.0944199706313125,2.0
88.6,1.43621879588841,-1.0300293685756177,27.951762114537495,1.7580220264317175,717.3069016152716,1826.2349486049927,1.027031086637313,0.40597650513956474,5.801585903083701,-4.09441997063132,2.0
88.6,1.43621879588841,-0.8300293685756174,29.951762114537498,1.6380220264317178,697.3069016152716,1886.2349486049927,1.027031086637313,0.6059765051395605,6.801585903083701,-4.09441997063132,2.0
635.5999999999999,-2.074472361809046,4.071658291457287,-15.691457286432204,0.38482914572864363,433.14070351758795,1394.6180904522614,1.0120188442211266,3.4756783919598355,0.9161306532663301,-7.852345058626424,4.0
72.59999999999998,0.2362187958884111,0.969970631424383,-14.048237885462502,5.598022026431718,-2.6930983847283088,46.234948604992624,0.9910310866373125,-0.5940234948604406,13.801585903083701,-2.094419970631291,2.0
466.6,-1.385283018867915,-1.7088679245283012,36.807547169811315,-0.002905660377358024,-113.01886792452828,-108.66037735849054,1.0136933962264156,3.3513207547169777,-1.3318867924528313,-15.036792452830138,1.0
287.6,-3.0522021943573834,4.997335423197485,-11.066692789968668,5.205833855799373,41.479623824451416,343.4717868338558,1.0023138087774162,-2.2433699059561887,8.768746081504702,-17.96086729362581,3.0
307.6,-5.052202194357384,4.397335423197484,-11.066692789968668,-0.074166144200627,281.47962382445144,423.4717868338558,1.0003138087774164,4.756630094043813,-2.231253918495299,-13.96086729362579,3.0
62.59999999999998,-3.1637812041115896,1.5699706314243824,-2.048237885462503,-0.12197797356828231,137.3069016152717,346.2349486049926,1.0190310866373116,7.605976505139562,1.2015859030837015,5.90558002936868,2.0
68.6,-2.3637812041115898,-0.4300293685756177,-16.0482378854625,0.35802202643171754,-122.6930983847283,-333.7650513950074,0.987031086637313,0.6059765051395605,6.401585903083701,1.9055800293686946,2.0
80.6,-1.16378120411159,-2.4300293685756174,-2.048237885462503,-0.08197797356828228,-142.6930983847283,266.2349486049926,0.9910310866373125,0.6059765051395605,-1.1984140969162984,-0.09441997063129826,2.0
267.6,-1.4522021943573828,-2.4026645768025148,0.9333072100313289,0.08583385579937314,121.47962382445141,23.47178683385581,1.0003138087774164,5.556630094043814,-0.23125391849529964,-7.960867293625812,3.0
36.599999999999994,-3.1637812041115896,-1.4300293685756176,-20.048237885462502,-0.16197797356828236,-102.6930983847283,-613.7650513950073,0.9650310866373132,4.005976505139559,-0.5984140969162979,-2.094419970631291,2.0
62.59999999999998,-2.76378120411159,0.16997063142438226,-12.048237885462498,-0.16197797356828236,-242.69309838472833,-853.7650513950073,0.9790310866373116,2.805976505139558,0.001585903083700435,1.9055800293686946,2.0
68.6,-2.3637812041115898,-0.4300293685756177,-16.0482378854625,0.35802202643171754,-122.6930983847283,-333.7650513950074,0.987031086637313,0.6059765051395605,6.401585903083701,1.9055800293686946,2.0
52.59999999999998,3.2362187958884094,-4.6300293685756175,-10.048237885462502,-0.16197797356828236,-42.69309838472831,-373.7650513950074,0.9990310866373117,6.605976505139566,-0.798414096916298,-0.09441997063129826,2.0
285.6,3.447797805642617,-5.2026645768025155,-7.06669278996867,0.025833855799373084,-138.5203761755486,-456.5282131661442,0.9923138087774149,4.5566300940438085,-1.0312539184953002,-5.960867293625784,3.0
